owner,total_photos,city_photos,city_ratio,day_span,classification
58847482@N03,5,5,1.0,0,TOURIST
58879719@N08,1,1,1.0,0,TOURIST
58886831@N03,9,9,1.0,627,RESIDENT
58922703@N00,2,2,1.0,0,TOURIST
58929717@N00,1,1,1.0,0,TOURIST
58978835@N00,3,3,1.0,0,TOURIST
58998728@N06,6,6,1.0,0,TOURIST
59024707@N08,2,2,1.0,0,TOURIST
59051817@N02,2,2,1.0,0,TOURIST
59114488@N00,4,4,1.0,282,RESIDENT
59118230@N07,12,12,1.0,310,RESIDENT
59187261@N07,12,12,1.0,5,TOURIST
59238173@N07,1,1,1.0,0,TOURIST
59324889@N02,2,2,1.0,0,TOURIST
59440791@N04,2,2,1.0,0,TOURIST
59485247@N00,5,5,1.0,0,TOURIST
59513859@N00,2,2,1.0,1,TOURIST
59519146@N04,17,17,1.0,0,TOURIST
59599685@N02,1,1,1.0,0,TOURIST
59753344@N05,8,8,1.0,4,TOURIST
59764946@N04,1,1,1.0,0,TOURIST
59770588@N04,1,1,1.0,0,TOURIST
59787340@N00,4,4,1.0,0,TOURIST
59805877@N03,1,1,1.0,0,TOURIST
59816658@N00,1,1,1.0,0,TOURIST
59825755@N04,3,3,1.0,105,RESIDENT
59918083@N03,7,7,1.0,1,TOURIST
60086325@N03,2,2,1.0,0,TOURIST
60091391@N00,8,8,1.0,2,TOURIST
60099286@N00,10,10,1.0,0,TOURIST
60125484@N00,5,5,1.0,0,TOURIST
60199917@N02,3,3,1.0,0,TOURIST
60224961@N00,2,2,1.0,0,TOURIST
60298827@N00,7,7,1.0,828,RESIDENT
60342453@N06,7,7,1.0,1,TOURIST
60368684@N00,2,2,1.0,0,TOURIST
60440413@N05,2,2,1.0,0,TOURIST
60497621@N02,1,1,1.0,0,TOURIST
60525476@N00,1,1,1.0,0,TOURIST
60651080@N00,1,1,1.0,0,TOURIST
60663450@N02,2,2,1.0,0,TOURIST
60700280@N04,2,2,1.0,0,TOURIST
60768400@N04,11,11,1.0,493,RESIDENT
60797534@N06,2,2,1.0,0,TOURIST
60881169@N00,1,1,1.0,0,TOURIST
60975910@N07,4,4,1.0,2,TOURIST
60994074@N07,1,1,1.0,0,TOURIST
61023200@N02,4,4,1.0,0,TOURIST
61033692@N00,4,4,1.0,0,TOURIST
61102618@N08,2,2,1.0,0,TOURIST
61112271@N00,15,15,1.0,737,RESIDENT
61195023@N07,1,1,1.0,0,TOURIST
61231533@N06,1,1,1.0,0,TOURIST
61273381@N00,3,3,1.0,526,RESIDENT
61369427@N06,1,1,1.0,0,TOURIST
61388384@N00,12,12,1.0,0,TOURIST
61435821@N02,1,1,1.0,0,TOURIST
61495861@N00,11,11,1.0,0,TOURIST
61500086@N03,2,2,1.0,0,TOURIST
61547903@N05,3,3,1.0,1609,RESIDENT
61553415@N08,2,2,1.0,403,RESIDENT
61579728@N05,37,37,1.0,1078,RESIDENT
61619191@N02,2,2,1.0,0,TOURIST
61624344@N03,2,2,1.0,0,TOURIST
61671918@N08,1,1,1.0,0,TOURIST
61716027@N02,2,2,1.0,0,TOURIST
61726887@N00,1,1,1.0,0,TOURIST
61740194@N06,9,9,1.0,0,TOURIST
61798879@N00,3,3,1.0,0,TOURIST
61990140@N04,3,3,1.0,0,TOURIST
62011393@N00,2,2,1.0,0,TOURIST
62026855@N00,6,6,1.0,1,TOURIST
62136697@N07,12,12,1.0,0,TOURIST
62173177@N03,3,3,1.0,0,TOURIST
62188089@N02,2,2,1.0,0,TOURIST
62315066@N07,3,3,1.0,0,TOURIST
62471466@N00,2,2,1.0,0,TOURIST
62501682@N00,35,35,1.0,2046,RESIDENT
62595633@N06,47,47,1.0,4792,RESIDENT
62679818@N07,5,5,1.0,0,TOURIST
62698951@N07,1,1,1.0,0,TOURIST
62929416@N00,3,3,1.0,0,TOURIST
63098437@N04,460,460,1.0,1448,RESIDENT
63118615@N02,4,4,1.0,0,TOURIST
63189690@N04,3,3,1.0,1,TOURIST
63270671@N03,14,14,1.0,2,TOURIST
63281384@N00,8,8,1.0,0,TOURIST
63348805@N03,31,31,1.0,1651,RESIDENT
63454593@N00,3,3,1.0,0,TOURIST
63591980@N02,2,2,1.0,0,TOURIST
63615149@N03,1,1,1.0,0,TOURIST
63691762@N04,4,4,1.0,540,RESIDENT
63716924@N07,1,1,1.0,0,TOURIST
63719290@N00,3,3,1.0,0,TOURIST
63724002@N00,1,1,1.0,0,TOURIST
63735335@N04,7,7,1.0,5,TOURIST
63814677@N07,1,1,1.0,0,TOURIST
63839496@N08,11,11,1.0,527,RESIDENT
63855934@N03,1,1,1.0,0,TOURIST
63894760@N00,1,1,1.0,0,TOURIST
63944585@N07,2,2,1.0,0,TOURIST
64110713@N05,8,8,1.0,2,TOURIST
64148082@N02,60,60,1.0,1064,RESIDENT
64211912@N04,10,10,1.0,0,TOURIST
64222010@N05,3,3,1.0,0,TOURIST
64233859@N06,3,3,1.0,0,TOURIST
64304536@N04,3,3,1.0,0,TOURIST
64487902@N02,1,1,1.0,0,TOURIST
64552256@N08,1,1,1.0,0,TOURIST
64587980@N02,2,2,1.0,0,TOURIST
64603426@N00,1,1,1.0,0,TOURIST
64615466@N02,2,2,1.0,0,TOURIST
64697815@N03,2,2,1.0,0,TOURIST
64764735@N06,5,5,1.0,0,TOURIST
64785656@N00,4,4,1.0,0,TOURIST
64891235@N00,8,8,1.0,869,RESIDENT
65059606@N02,2,2,1.0,0,TOURIST
65105086@N02,2,2,1.0,0,TOURIST
65225985@N07,4,4,1.0,0,TOURIST
65272288@N00,3,3,1.0,0,TOURIST
65316437@N00,1,1,1.0,0,TOURIST
65324811@N00,3,3,1.0,64,TOURIST
65442208@N02,1,1,1.0,0,TOURIST
65518523@N00,2,2,1.0,0,TOURIST
65644966@N04,3,3,1.0,0,TOURIST
65771283@N04,1,1,1.0,0,TOURIST
65789667@N06,1,1,1.0,0,TOURIST
65984184@N05,4,4,1.0,0,TOURIST
66049655@N04,1,1,1.0,0,TOURIST
66257166@N08,3,3,1.0,0,TOURIST
66360003@N07,38,38,1.0,2,TOURIST
66460484@N06,6,6,1.0,0,TOURIST
66576516@N00,2,2,1.0,0,TOURIST
66592691@N00,24,24,1.0,1,TOURIST
66619283@N00,1,1,1.0,0,TOURIST
66638897@N04,2,2,1.0,0,TOURIST
66750703@N03,1,1,1.0,0,TOURIST
66801399@N00,16,16,1.0,0,TOURIST
67046593@N04,4,4,1.0,0,TOURIST
67095412@N04,2,2,1.0,0,TOURIST
67132034@N03,1,1,1.0,0,TOURIST
67324570@N00,6,6,1.0,0,TOURIST
67340134@N03,1,1,1.0,0,TOURIST
67417055@N00,3,3,1.0,0,TOURIST
67484530@N00,3,3,1.0,0,TOURIST
67536021@N07,4,4,1.0,2,TOURIST
67646766@N07,1,1,1.0,0,TOURIST
67818811@N07,1,1,1.0,0,TOURIST
67942663@N04,3,3,1.0,0,TOURIST
67951023@N00,2,2,1.0,0,TOURIST
67995615@N03,2,2,1.0,0,TOURIST
68018236@N03,1,1,1.0,0,TOURIST
68098995@N08,3,3,1.0,0,TOURIST
68151423@N00,2,2,1.0,0,TOURIST
68204292@N00,7,7,1.0,0,TOURIST
68216750@N02,2,2,1.0,0,TOURIST
68264149@N08,1,1,1.0,0,TOURIST
68287114@N06,2,2,1.0,0,TOURIST
68474795@N00,108,108,1.0,0,TOURIST
68628703@N03,9,9,1.0,737,RESIDENT
68644522@N00,1,1,1.0,0,TOURIST
68687725@N02,1,1,1.0,0,TOURIST
68816413@N00,2,2,1.0,0,TOURIST
68862961@N08,2,2,1.0,0,TOURIST
68881523@N07,1,1,1.0,0,TOURIST
68928012@N00,9,9,1.0,0,TOURIST
69005254@N06,1,1,1.0,0,TOURIST
69184829@N08,38,38,1.0,3,TOURIST
69230345@N06,1,1,1.0,0,TOURIST
69378497@N00,1,1,1.0,0,TOURIST
69452295@N05,2,2,1.0,0,TOURIST
69574134@N00,19,19,1.0,2,TOURIST
69575187@N00,23,23,1.0,1,TOURIST
69635173@N00,6,6,1.0,0,TOURIST
69764221@N04,2,2,1.0,0,TOURIST
69818674@N00,3,3,1.0,0,TOURIST
69897783@N02,1,1,1.0,0,TOURIST
70033309@N02,3,3,1.0,0,TOURIST
70038540@N00,4,4,1.0,0,TOURIST
70105441@N07,1,1,1.0,0,TOURIST
70322581@N06,1,1,1.0,0,TOURIST
70399361@N06,5,5,1.0,57,TOURIST
70421659@N00,3,3,1.0,845,RESIDENT
70672483@N00,97,97,1.0,28,TOURIST
70911948@N04,3,3,1.0,0,TOURIST
70961014@N00,5,5,1.0,0,TOURIST
70985593@N00,11,11,1.0,1594,RESIDENT
71083651@N00,9,9,1.0,0,TOURIST
71088059@N00,1,1,1.0,0,TOURIST
71102063@N00,5,5,1.0,4,TOURIST
71139289@N00,6,6,1.0,5480,RESIDENT
7159769@N04,1,1,1.0,0,TOURIST
71654172@N00,8,8,1.0,0,TOURIST
7170162@N02,7,7,1.0,3277,RESIDENT
71709766@N00,1,1,1.0,0,TOURIST
71833513@N03,1,1,1.0,0,TOURIST
7183402@N03,1,1,1.0,0,TOURIST
7189827@N07,3,3,1.0,0,TOURIST
72011464@N04,2,2,1.0,0,TOURIST
72019972@N00,73,73,1.0,0,TOURIST
72022277@N06,2,2,1.0,406,RESIDENT
72036538@N00,1,1,1.0,0,TOURIST
72064726@N08,137,137,1.0,2563,RESIDENT
72161570@N00,2,2,1.0,1,TOURIST
72203909@N00,4,4,1.0,0,TOURIST
72219421@N00,1,1,1.0,0,TOURIST
72321295@N03,1,1,1.0,0,TOURIST
72356975@N00,2,2,1.0,8,TOURIST
7236867@N08,21,21,1.0,3,TOURIST
72616449@N06,2,2,1.0,0,TOURIST
7267977@N08,3,3,1.0,0,TOURIST
72694077@N07,2,2,1.0,0,TOURIST
7269585@N08,5,5,1.0,0,TOURIST
7272097@N08,9,9,1.0,2,TOURIST
72746018@N00,2,2,1.0,0,TOURIST
72869644@N08,26,26,1.0,0,TOURIST
72972228@N04,4,4,1.0,17,TOURIST
72977701@N05,1,1,1.0,0,TOURIST
73032383@N06,1,1,1.0,0,TOURIST
73044595@N00,1,1,1.0,0,TOURIST
73067443@N02,7,7,1.0,0,TOURIST
73155136@N00,1,1,1.0,0,TOURIST
7317295@N04,4,4,1.0,1,TOURIST
7318413@N04,2,2,1.0,0,TOURIST
73225243@N03,1,1,1.0,0,TOURIST
7356158@N07,2,2,1.0,0,TOURIST
7359335@N02,7,7,1.0,853,RESIDENT
73624981@N00,5,5,1.0,0,TOURIST
7363441@N07,42,42,1.0,2,TOURIST
73643799@N00,1,1,1.0,0,TOURIST
73658893@N00,2,2,1.0,95,RESIDENT
73668763@N00,1,1,1.0,0,TOURIST
73717075@N02,17,17,1.0,0,TOURIST
73731973@N02,2,2,1.0,0,TOURIST
73819696@N00,3,3,1.0,0,TOURIST
73843749@N00,1,1,1.0,0,TOURIST
73850513@N02,7,7,1.0,4,TOURIST
7390594@N08,1,1,1.0,0,TOURIST
73964242@N04,3,3,1.0,0,TOURIST
74004669@N03,1,1,1.0,0,TOURIST
74012092@N00,7,7,1.0,3008,RESIDENT
74024220@N00,2,2,1.0,0,TOURIST
74080603@N07,1,1,1.0,0,TOURIST
7416177@N04,2,2,1.0,0,TOURIST
74189093@N00,5,5,1.0,0,TOURIST
74286186@N00,2,2,1.0,2,TOURIST
74315404@N08,15,15,1.0,1068,RESIDENT
7438170@N06,4,4,1.0,0,TOURIST
7455207@N05,5,5,1.0,0,TOURIST
7466794@N04,4,4,1.0,0,TOURIST
7471916@N04,6,6,1.0,0,TOURIST
7479063@N06,4,4,1.0,0,TOURIST
7489542@N03,1,1,1.0,0,TOURIST
75172145@N02,1,1,1.0,0,TOURIST
75346021@N00,6,6,1.0,2251,RESIDENT
75363214@N00,1,1,1.0,0,TOURIST
75397038@N00,1,1,1.0,0,TOURIST
75454472@N02,2,2,1.0,0,TOURIST
75458645@N05,10,10,1.0,2,TOURIST
7546443@N06,11,11,1.0,852,RESIDENT
7547528@N04,1,1,1.0,0,TOURIST
75594530@N06,1,1,1.0,0,TOURIST
75638737@N04,11,11,1.0,2,TOURIST
75711873@N00,1,1,1.0,0,TOURIST
7594696@N07,2,2,1.0,1,TOURIST
7597120@N06,2,2,1.0,0,TOURIST
75992994@N05,1524,1524,1.0,2564,RESIDENT
76133598@N06,1,1,1.0,0,TOURIST
7623637@N05,1,1,1.0,0,TOURIST
76382367@N04,1,1,1.0,0,TOURIST
7648502@N02,8,8,1.0,5428,RESIDENT
7652975@N03,1,1,1.0,0,TOURIST
76551018@N00,89,89,1.0,1,TOURIST
76562640@N00,10,10,1.0,2,TOURIST
76629289@N06,2,2,1.0,0,TOURIST
76691719@N07,2,2,1.0,0,TOURIST
76706543@N02,3,3,1.0,0,TOURIST
76740876@N07,1,1,1.0,0,TOURIST
76752344@N03,2,2,1.0,0,TOURIST
7676405@N04,4,4,1.0,1,TOURIST
76848652@N04,2,2,1.0,0,TOURIST
76959317@N02,1,1,1.0,0,TOURIST
77004873@N03,3,3,1.0,0,TOURIST
77190961@N02,11,11,1.0,0,TOURIST
77202258@N07,1,1,1.0,0,TOURIST
7725714@N02,10,10,1.0,1,TOURIST
77321763@N00,6,6,1.0,4,TOURIST
77427186@N02,2,2,1.0,0,TOURIST
77456049@N00,1,1,1.0,0,TOURIST
7761867@N06,2,2,1.0,0,TOURIST
77622871@N00,1,1,1.0,0,TOURIST
77788903@N00,7,7,1.0,1,TOURIST
7779937@N06,18,18,1.0,2,TOURIST
77969956@N00,1,1,1.0,0,TOURIST
7798382@N03,2,2,1.0,0,TOURIST
78048829@N05,9,9,1.0,746,RESIDENT
7806017@N04,12,12,1.0,364,RESIDENT
78301590@N03,1,1,1.0,0,TOURIST
78323964@N05,2,2,1.0,0,TOURIST
7833077@N08,7,7,1.0,1799,RESIDENT
78364563@N00,2,2,1.0,0,TOURIST
7839660@N02,2,2,1.0,0,TOURIST
78403892@N07,1,1,1.0,0,TOURIST
78438914@N02,1,1,1.0,0,TOURIST
78471043@N04,1,1,1.0,0,TOURIST
78493502@N07,2,2,1.0,0,TOURIST
78571252@N07,1,1,1.0,0,TOURIST
7859200@N08,3,3,1.0,0,TOURIST
7860714@N08,1,1,1.0,0,TOURIST
7862062@N03,6,6,1.0,0,TOURIST
78807491@N00,2,2,1.0,0,TOURIST
78851396@N06,8,8,1.0,104,RESIDENT
78869416@N06,1,1,1.0,0,TOURIST
79000412@N04,1,1,1.0,0,TOURIST
79069619@N00,2,2,1.0,0,TOURIST
79151105@N06,3,3,1.0,0,TOURIST
79172173@N00,17,17,1.0,2,TOURIST
79172203@N00,2,2,1.0,0,TOURIST
79174937@N07,1,1,1.0,0,TOURIST
79192295@N00,4,4,1.0,0,TOURIST
79205490@N00,4,4,1.0,0,TOURIST
7926079@N03,10,10,1.0,2,TOURIST
79314964@N00,6,6,1.0,3,TOURIST
79412463@N07,1,1,1.0,0,TOURIST
7942080@N08,16,16,1.0,1,TOURIST
79478905@N04,8,8,1.0,2567,RESIDENT
79613572@N08,6,6,1.0,62,TOURIST
79649683@N05,2,2,1.0,0,TOURIST
7971174@N02,2,2,1.0,0,TOURIST
79715083@N00,15,15,1.0,1,TOURIST
7977981@N06,1,1,1.0,0,TOURIST
79786527@N00,1,1,1.0,0,TOURIST
7979599@N05,1,1,1.0,0,TOURIST
79824934@N08,6,6,1.0,0,TOURIST
79944605@N07,1,1,1.0,0,TOURIST
79986881@N00,1,1,1.0,0,TOURIST
80046198@N00,1,1,1.0,0,TOURIST
80227986@N00,2,2,1.0,1,TOURIST
80234356@N04,1,1,1.0,0,TOURIST
8031875@N05,1,1,1.0,0,TOURIST
80345530@N02,3,3,1.0,2,TOURIST
80384851@N00,3,3,1.0,2,TOURIST
80468618@N00,7,7,1.0,0,TOURIST
80512139@N00,1,1,1.0,0,TOURIST
8062852@N05,3,3,1.0,0,TOURIST
8070876@N06,1,1,1.0,0,TOURIST
80732613@N00,5,5,1.0,0,TOURIST
80832649@N00,3,3,1.0,0,TOURIST
8084580@N06,3,3,1.0,0,TOURIST
80915567@N08,1,1,1.0,0,TOURIST
80916031@N00,2,2,1.0,0,TOURIST
81035653@N00,25,25,1.0,753,RESIDENT
81063041@N04,5,5,1.0,0,TOURIST
81168954@N00,19,19,1.0,3,TOURIST
8121206@N07,19,19,1.0,1,TOURIST
81227497@N00,2,2,1.0,0,TOURIST
81227945@N00,2,2,1.0,0,TOURIST
81269484@N00,1,1,1.0,0,TOURIST
81366228@N00,21,21,1.0,1,TOURIST
81418487@N08,18,18,1.0,0,TOURIST
81529091@N04,2,2,1.0,0,TOURIST
8154573@N05,1,1,1.0,0,TOURIST
8165834@N05,1,1,1.0,0,TOURIST
8186950@N05,2,2,1.0,0,TOURIST
8190011@N03,1,1,1.0,0,TOURIST
82061478@N06,2,2,1.0,0,TOURIST
82126266@N00,2,2,1.0,0,TOURIST
82189279@N04,1,1,1.0,0,TOURIST
82289802@N00,3,3,1.0,0,TOURIST
8241636@N05,19,19,1.0,1,TOURIST
82443527@N00,1,1,1.0,0,TOURIST
82519125@N00,3,3,1.0,0,TOURIST
82651989@N00,2,2,1.0,0,TOURIST
82696327@N04,1,1,1.0,0,TOURIST
82749847@N00,2,2,1.0,0,TOURIST
8279869@N02,3,3,1.0,0,TOURIST
82828152@N00,5,5,1.0,3,TOURIST
82995349@N00,1,1,1.0,0,TOURIST
83122912@N02,16,16,1.0,0,TOURIST
83173254@N00,14,14,1.0,0,TOURIST
83173260@N00,6,6,1.0,2012,RESIDENT
8321055@N02,8,8,1.0,1833,RESIDENT
83233184@N00,3,3,1.0,0,TOURIST
83293103@N00,1,1,1.0,0,TOURIST
8337515@N08,11,11,1.0,1,TOURIST
83377834@N00,13,13,1.0,3676,RESIDENT
83405533@N00,3,3,1.0,0,TOURIST
8348059@N02,7,7,1.0,1,TOURIST
8350872@N08,11,11,1.0,1,TOURIST
83736792@N00,1,1,1.0,0,TOURIST
83792268@N03,2,2,1.0,0,TOURIST
84077682@N00,3,3,1.0,687,RESIDENT
8435962@N06,1,1,1.0,0,TOURIST
84521904@N05,1,1,1.0,0,TOURIST
84547398@N07,1,1,1.0,0,TOURIST
84814632@N00,2,2,1.0,0,TOURIST
8484743@N02,3,3,1.0,0,TOURIST
85065288@N00,3,3,1.0,0,TOURIST
85221802@N06,1,1,1.0,0,TOURIST
8523419@N08,4,4,1.0,0,TOURIST
85256056@N00,18,18,1.0,2,TOURIST
85318305@N00,6,6,1.0,0,TOURIST
8560735@N05,2,2,1.0,0,TOURIST
8572247@N03,1,1,1.0,0,TOURIST
85808847@N00,2,2,1.0,0,TOURIST
85813749@N00,7,7,1.0,5492,RESIDENT
85815194@N00,53,53,1.0,144,RESIDENT
85907303@N08,1,1,1.0,0,TOURIST
85976052@N00,1,1,1.0,0,TOURIST
8601483@N06,3,3,1.0,0,TOURIST
86056270@N06,2,2,1.0,0,TOURIST
8610055@N06,2,2,1.0,0,TOURIST
8615362@N07,39,39,1.0,2,TOURIST
86161591@N00,1,1,1.0,0,TOURIST
86334611@N00,2,2,1.0,0,TOURIST
8635067@N05,2,2,1.0,0,TOURIST
86413482@N05,5,5,1.0,65,TOURIST
8641765@N02,1,1,1.0,0,TOURIST
86424839@N08,1,1,1.0,0,TOURIST
8649974@N02,4,4,1.0,0,TOURIST
8655354@N05,1,1,1.0,0,TOURIST
8702040@N02,1,1,1.0,0,TOURIST
87069632@N00,8,8,1.0,1,TOURIST
87129348@N00,1,1,1.0,0,TOURIST
87391950@N05,6,6,1.0,0,TOURIST
87402959@N02,8,8,1.0,1170,RESIDENT
87481304@N03,4,4,1.0,0,TOURIST
87496841@N00,3,3,1.0,0,TOURIST
87629873@N03,16,16,1.0,0,TOURIST
87635169@N02,8,8,1.0,0,TOURIST
87690240@N03,6,6,1.0,0,TOURIST
8774906@N08,1,1,1.0,0,TOURIST
87754125@N00,2,2,1.0,0,TOURIST
87791108@N00,2,2,1.0,0,TOURIST
87807876@N00,7,7,1.0,1,TOURIST
87812463@N00,1,1,1.0,0,TOURIST
87842498@N05,1,1,1.0,0,TOURIST
8787914@N06,4,4,1.0,0,TOURIST
87879594@N06,3,3,1.0,0,TOURIST
87885687@N05,2,2,1.0,0,TOURIST
87907059@N07,3,3,1.0,0,TOURIST
87922801@N08,5,5,1.0,0,TOURIST
87933129@N00,1,1,1.0,0,TOURIST
88041187@N00,1,1,1.0,0,TOURIST
88082077@N06,37,37,1.0,0,TOURIST
88196436@N04,1,1,1.0,0,TOURIST
88310008@N03,2,2,1.0,0,TOURIST
88314750@N00,2,2,1.0,153,RESIDENT
88380809@N07,3,3,1.0,0,TOURIST
88475853@N00,16,16,1.0,2,TOURIST
88498814@N02,10,10,1.0,139,RESIDENT
8857720@N08,1,1,1.0,0,TOURIST
8861554@N02,1,1,1.0,0,TOURIST
8866365@N08,17,17,1.0,396,RESIDENT
8868875@N03,40,40,1.0,4,TOURIST
8870084@N07,2,2,1.0,0,TOURIST
88761860@N00,1,1,1.0,0,TOURIST
88793679@N06,1,1,1.0,0,TOURIST
88857551@N00,1,1,1.0,0,TOURIST
88876387@N00,1,1,1.0,0,TOURIST
89124212@N02,1,1,1.0,0,TOURIST
89138129@N00,2,2,1.0,0,TOURIST
8919472@N06,4,4,1.0,1,TOURIST
89259224@N04,2,2,1.0,0,TOURIST
89332446@N04,2,2,1.0,0,TOURIST
89388079@N07,1,1,1.0,0,TOURIST
89395148@N02,249,249,1.0,723,RESIDENT
89441939@N00,2,2,1.0,0,TOURIST
8945641@N02,13,13,1.0,2,TOURIST
89625791@N00,1,1,1.0,0,TOURIST
89642142@N04,3,3,1.0,0,TOURIST
8966743@N07,2,2,1.0,0,TOURIST
89691357@N05,14,14,1.0,0,TOURIST
8972664@N03,19,19,1.0,1437,RESIDENT
8975511@N07,70,70,1.0,2,TOURIST
89906206@N05,2,2,1.0,2,TOURIST
90056667@N02,1,1,1.0,0,TOURIST
90069595@N06,3,3,1.0,0,TOURIST
90134546@N00,17,17,1.0,1,TOURIST
90243031@N07,5,5,1.0,0,TOURIST
90468007@N00,2,2,1.0,0,TOURIST
90482288@N08,4,4,1.0,0,TOURIST
90517756@N07,6,6,1.0,0,TOURIST
90578102@N00,14,14,1.0,2553,RESIDENT
90617451@N02,3,3,1.0,0,TOURIST
90917806@N00,2,2,1.0,0,TOURIST
90984563@N00,1,1,1.0,0,TOURIST
91013478@N07,1,1,1.0,0,TOURIST
91128227@N04,6,6,1.0,2447,RESIDENT
91388535@N05,3,3,1.0,0,TOURIST
91463532@N02,10,10,1.0,1,TOURIST
91465134@N06,1,1,1.0,0,TOURIST
91468138@N04,7,7,1.0,1,TOURIST
91682141@N00,4,4,1.0,1,TOURIST
91794650@N02,3,3,1.0,0,TOURIST
91873150@N00,2,2,1.0,0,TOURIST
91887621@N04,1,1,1.0,0,TOURIST
92001323@N00,4,4,1.0,1,TOURIST
92092909@N00,1,1,1.0,0,TOURIST
92100705@N06,20,20,1.0,1,TOURIST
92148649@N00,1,1,1.0,0,TOURIST
92383778@N03,4,4,1.0,1,TOURIST
92501813@N06,1,1,1.0,0,TOURIST
92527397@N02,1,1,1.0,0,TOURIST
9258223@N05,29,29,1.0,19,TOURIST
92608537@N03,8,8,1.0,0,TOURIST
92686536@N00,17,17,1.0,1,TOURIST
92808268@N03,4,4,1.0,0,TOURIST
92871903@N00,2,2,1.0,0,TOURIST
92909698@N06,4,4,1.0,0,TOURIST
9296555@N08,1,1,1.0,0,TOURIST
9314305@N02,3,3,1.0,0,TOURIST
9316345@N06,4,4,1.0,0,TOURIST
93212669@N00,1,1,1.0,0,TOURIST
93332569@N00,3,3,1.0,0,TOURIST
93335630@N05,32,32,1.0,2534,RESIDENT
93508122@N06,7,7,1.0,3,TOURIST
93792353@N00,23,23,1.0,986,RESIDENT
93984873@N00,8,8,1.0,572,RESIDENT
94114564@N08,34,34,1.0,0,TOURIST
94244761@N06,1,1,1.0,0,TOURIST
94528575@N00,2,2,1.0,0,TOURIST
94759156@N00,1,1,1.0,0,TOURIST
94862962@N06,2,2,1.0,0,TOURIST
94917918@N03,1,1,1.0,0,TOURIST
95017264@N00,1,1,1.0,0,TOURIST
95034158@N00,1,1,1.0,0,TOURIST
95159733@N00,1,1,1.0,0,TOURIST
95282411@N00,63,63,1.0,3,TOURIST
9532859@N02,13,13,1.0,0,TOURIST
95366800@N00,1,1,1.0,0,TOURIST
95399008@N05,4,4,1.0,0,TOURIST
9540008@N02,1,1,1.0,0,TOURIST
95723449@N06,10,10,1.0,0,TOURIST
95797890@N00,3,3,1.0,1526,RESIDENT
95834685@N00,12,12,1.0,66,TOURIST
9586700@N03,2,2,1.0,0,TOURIST
96006240@N03,3,3,1.0,0,TOURIST
96051051@N02,2,2,1.0,0,TOURIST
96092563@N08,1,1,1.0,0,TOURIST
9619972@N08,14,14,1.0,1,TOURIST
96241281@N00,1,1,1.0,0,TOURIST
96435310@N00,1,1,1.0,0,TOURIST
96436568@N00,1,1,1.0,0,TOURIST
96536076@N07,25,25,1.0,1357,RESIDENT
96544444@N00,1,1,1.0,0,TOURIST
9662258@N02,12,12,1.0,809,RESIDENT
9685675@N04,1,1,1.0,0,TOURIST
96994369@N00,3,3,1.0,0,TOURIST
97094523@N00,12,12,1.0,0,TOURIST
97367540@N06,2,2,1.0,2999,RESIDENT
97636643@N00,1,1,1.0,0,TOURIST
97637284@N08,1,1,1.0,0,TOURIST
97644499@N05,3,3,1.0,0,TOURIST
97805307@N06,3,3,1.0,0,TOURIST
97880116@N07,12,12,1.0,0,TOURIST
98142888@N03,1,1,1.0,0,TOURIST
9818318@N04,4,4,1.0,0,TOURIST
98220269@N07,5,5,1.0,0,TOURIST
98223956@N07,2,2,1.0,0,TOURIST
98231673@N06,2,2,1.0,0,TOURIST
98372297@N03,5,5,1.0,0,TOURIST
98474658@N04,11,11,1.0,0,TOURIST
98508400@N04,2,2,1.0,0,TOURIST
98652059@N00,4,4,1.0,0,TOURIST
98652633@N00,4,4,1.0,0,TOURIST
98710484@N03,1,1,1.0,0,TOURIST
98811944@N08,4,4,1.0,0,TOURIST
98826276@N02,4,4,1.0,0,TOURIST
98924793@N03,1,1,1.0,0,TOURIST
99005497@N00,39,39,1.0,4,TOURIST
9901365@N02,1,1,1.0,0,TOURIST
9905418@N05,2,2,1.0,1,TOURIST
99114600@N08,2,2,1.0,1,TOURIST
99128917@N06,6,6,1.0,0,TOURIST
99212716@N00,1,1,1.0,0,TOURIST
99389223@N00,1,1,1.0,0,TOURIST
99491628@N00,3,3,1.0,0,TOURIST
99664819@N00,1,1,1.0,0,TOURIST
99679294@N00,5,5,1.0,52,TOURIST
99935530@N02,2,2,1.0,355,RESIDENT
